City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
380,Guadalupe,25.6833,-100.25,73.4,83,75,6.91,MX,2022-04-27 03:10:55
381,Puri,19.8,85.85,86.52,76,2,14.94,IN,2022-04-27 03:10:56
382,Ugoofaaru,5.6667,73.0,84.7,69,79,0.58,MV,2022-04-27 03:10:56
383,Moerai,-22.4333,-151.3333,80.1,80,87,14.18,PF,2022-04-27 03:10:56
384,Ukiah,39.1502,-123.2078,57.65,50,0,9.22,US,2022-04-27 03:08:57
385,Babu,24.4167,111.5167,81.59,81,77,2.89,CN,2022-04-27 03:10:57
386,Santa Maria,-29.6842,-53.8069,75.04,81,28,9.62,BR,2022-04-27 03:10:57
387,Ixtapa,20.7,-105.2,74.43,83,0,0.0,MX,2022-04-27 03:06:03
388,Basco,20.4487,121.9702,83.14,76,47,16.08,PH,2022-04-27 03:10:58
389,Tocopilla,-22.092,-70.1979,65.91,71,89,8.86,CL,2022-04-27 03:10:58
390,Bilsi,28.1333,78.9167,95.31,10,0,4.18,IN,2022-04-27 03:10:59
391,Guarda,40.5373,-7.2658,37.24,96,10,2.55,PT,2022-04-27 03:10:59
392,Jawhar,2.7809,45.5005,78.67,81,100,5.35,SO,2022-04-27 03:11:00
393,Ternate,0.8,127.4,86.2,66,34,1.48,ID,2022-04-27 03:11:00
394,Ascension,30.2169,-90.9001,68.09,78,0,3.44,US,2022-04-27 03:11:00
395,Vanavara,60.34,102.2797,37.33,61,39,10.2,RU,2022-04-27 03:11:01
396,Wageningen,51.9667,5.6667,41.86,91,1,3.74,NL,2022-04-27 03:11:01
397,Altamira,-3.2033,-52.2064,72.84,98,100,0.18,BR,2022-04-27 03:11:02
398,Maromitsa,59.8683,48.0123,40.37,88,57,2.8,RU,2022-04-27 03:11:02
399,Mount Gambier,-37.8333,140.7667,66.22,62,97,8.68,AU,2022-04-27 03:11:02
400,Sept-Iles,50.2001,-66.3821,35.06,96,100,0.0,CA,2022-04-27 03:08:07
401,Sartell,45.6216,-94.2069,31.96,64,0,7.0,US,2022-04-27 03:11:03
402,Hartselle,34.4434,-86.9353,54.81,65,0,10.02,US,2022-04-27 03:11:04
403,Jalu,29.0331,21.5482,72.82,21,94,14.45,LY,2022-04-27 03:11:04
404,Tonantins,-2.8731,-67.8022,73.62,99,100,3.22,BR,2022-04-27 03:11:04
405,Antofagasta,-23.65,-70.4,60.08,80,100,6.29,CL,2022-04-27 03:10:28
406,Avera,33.194,-82.5271,67.51,82,100,4.97,US,2022-04-27 03:11:05
407,Mar Del Plata,-38.0023,-57.5575,62.87,99,100,13.0,AR,2022-04-27 03:07:50
408,Freeport,40.6576,-73.5832,58.37,84,100,4.61,US,2022-04-27 03:11:06
409,Mayo,38.8876,-76.5119,60.75,86,75,5.75,US,2022-04-27 03:11:06
410,Baykit,61.67,96.37,35.71,65,20,4.05,RU,2022-04-27 03:11:07
411,Tabou,4.423,-7.3528,78.96,84,100,5.79,CI,2022-04-27 03:11:07
412,Bahia Honda,22.9036,-83.1592,74.52,84,5,10.74,CU,2022-04-27 03:11:07
413,Kiama,-34.6833,150.8667,68.38,91,100,5.3,AU,2022-04-27 03:12:08
414,Pustoshka,56.3355,29.369,38.21,78,91,3.15,RU,2022-04-27 03:12:08
415,Pemba,-12.974,40.5178,75.9,100,75,6.91,MZ,2022-04-27 03:12:09
416,Bastia,42.6667,9.3333,54.3,90,75,3.44,FR,2022-04-27 03:11:15
417,Matola,-25.9622,32.4589,62.55,77,20,10.36,MZ,2022-04-27 03:10:17
418,Minyar,55.0709,57.5485,55.96,61,91,9.42,RU,2022-04-27 03:12:10
419,Nongan,44.382,125.1685,54.41,19,1,15.23,CN,2022-04-27 03:12:10
420,Gualeguay,-33.1416,-59.3097,74.44,92,39,14.07,AR,2022-04-27 03:12:10
421,Rodrigues Alves,-7.738,-72.6509,75.15,89,100,2.01,BR,2022-04-27 03:12:11
422,Tual,-5.6667,132.75,84.07,73,84,5.3,ID,2022-04-27 03:12:11
423,Inhambane,-23.865,35.3833,69.39,69,0,10.74,MZ,2022-04-27 03:12:12
424,Georgetown,5.4112,100.3354,89.53,66,20,4.61,MY,2022-04-27 03:09:55
425,Shingu,33.7333,135.9833,75.61,80,100,1.83,JP,2022-04-27 03:12:13
426,Sandviken,60.6167,16.7667,28.11,58,99,6.13,SE,2022-04-27 03:12:13
427,Kulachi,31.9286,70.4592,91.2,15,23,0.94,PK,2022-04-27 03:08:21
428,Christchurch,-43.5333,172.6333,62.94,67,40,10.36,NZ,2022-04-27 03:07:45
429,Saint Austell,50.3383,-4.7658,49.01,76,42,11.5,GB,2022-04-27 03:12:14
430,Beyneu,45.3167,55.2,59.7,45,10,14.38,KZ,2022-04-27 03:12:14
431,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,71.98,99,100,0.83,BR,2022-04-27 03:12:15
432,Saint-Ambroise,48.5501,-71.3324,38.89,98,100,1.66,CA,2022-04-27 03:12:15
433,Praia Da Vitoria,38.7333,-27.0667,63.75,93,64,21.54,PT,2022-04-27 03:12:16
434,Alta Gracia,-31.6529,-64.4283,77.31,54,0,8.99,AR,2022-04-27 03:12:16
435,Gudari,19.35,83.7833,95.5,40,43,2.64,IN,2022-04-27 03:12:17
436,Tourlaville,49.6383,-1.5664,47.62,76,0,9.22,FR,2022-04-27 03:12:17
437,Caceres,39.522,-6.3748,48.33,92,1,2.35,ES,2022-04-27 03:12:18
438,Kisangani,0.5167,25.2,70.75,96,100,2.46,CD,2022-04-27 03:12:18
439,Iqaluit,63.7506,-68.5145,-15.25,93,34,1.39,CA,2022-04-27 03:11:11
440,Rio Gallegos,-51.6226,-69.2181,37.45,81,100,14.97,AR,2022-04-27 03:12:19
441,Nichinan,31.6,131.3667,71.2,95,100,5.91,JP,2022-04-27 03:12:19
442,Luderitz,-26.6481,15.1594,63.45,49,0,7.67,NA,2022-04-27 03:12:20
443,Salalah,17.0151,54.0924,82.49,74,40,2.3,OM,2022-04-27 03:08:54
444,Campbell River,50.0163,-125.2446,41.45,100,75,2.3,CA,2022-04-27 03:08:57
445,Mareeba,-17.0,145.4333,84.43,69,45,4.47,AU,2022-04-27 03:12:20
446,Leningradskiy,69.3833,178.4167,21.76,88,84,13.33,RU,2022-04-27 03:12:21
447,Palmer,42.1584,-72.3287,52.95,88,100,0.0,US,2022-04-27 03:12:21
448,Comodoro Rivadavia,-45.8667,-67.5,42.66,52,20,11.5,AR,2022-04-27 03:12:22
449,Golden,39.7555,-105.2211,64.36,23,45,3.0,US,2022-04-27 03:12:22
450,Sobolevo,54.4299,31.8996,39.2,84,100,6.42,RU,2022-04-27 03:12:22
451,Qaqortoq,60.7167,-46.0333,36.63,88,100,4.92,GL,2022-04-27 03:12:23
452,Tilichiki,60.4667,166.1,31.91,99,100,6.2,RU,2022-04-27 03:12:23
453,Xam Nua,20.4197,104.0439,90.73,30,0,5.19,LA,2022-04-27 03:12:24
454,Sakaiminato,35.55,133.2333,59.63,69,100,17.58,JP,2022-04-27 03:12:24
455,Yankton,42.8711,-97.3973,53.11,40,0,21.85,US,2022-04-27 03:12:24
456,Pacifica,37.6138,-122.4869,58.57,78,20,23.02,US,2022-04-27 03:12:25
457,Viransehir,37.2353,39.7631,57.81,78,28,3.71,TR,2022-04-27 03:12:25
458,San Patricio,28.017,-97.5169,73.89,84,17,7.78,US,2022-04-27 03:12:26
459,Dawei,14.0833,98.2,91.54,53,73,5.82,MM,2022-04-27 03:08:09
460,Marawi,7.9986,124.2928,81.37,71,77,2.68,PH,2022-04-27 03:12:26
461,Kupang,-10.1667,123.5833,85.73,53,100,2.42,ID,2022-04-27 03:13:27
462,Shamkhal,43.0596,47.3373,55.38,64,50,5.88,RU,2022-04-27 03:13:27
463,Bandarbeyla,9.4942,50.8122,81.36,79,46,4.85,SO,2022-04-27 03:13:28
464,Suket,24.65,76.0333,93.49,17,0,11.18,IN,2022-04-27 03:13:28
465,Gravdal,68.1214,13.5031,28.29,64,40,8.05,NO,2022-04-27 03:13:29
466,Wadi Maliz,36.4681,8.5495,56.86,44,1,1.83,TN,2022-04-27 03:13:29
467,Santa Cruz De La Palma,28.6835,-17.7642,62.74,63,40,9.22,ES,2022-04-27 03:13:29
468,Minab,27.1467,57.0801,85.75,39,71,2.57,IR,2022-04-27 03:13:30
469,Soyo,-6.1349,12.3689,76.98,90,100,7.4,AO,2022-04-27 03:13:30
470,Ola,59.5833,151.2833,35.15,54,15,4.27,RU,2022-04-27 03:13:31
471,Jashpurnagar,22.9,84.15,96.17,10,30,0.76,IN,2022-04-27 03:13:32
472,Caraquet,47.7941,-64.9386,42.13,96,100,5.1,CA,2022-04-27 03:13:32
473,Normandin,48.8333,-72.5321,35.82,90,100,6.91,CA,2022-04-27 03:13:32
474,Walvis Bay,-22.9575,14.5053,59.09,58,3,5.26,NA,2022-04-27 03:13:33
475,Harper,4.375,-7.7169,79.02,84,100,6.24,LR,2022-04-27 03:13:33
476,Kalmunai,7.4167,81.8167,83.95,73,79,3.83,LK,2022-04-27 03:13:33
477,San Rafael,-34.6177,-68.3301,54.68,45,16,5.46,AR,2022-04-27 03:13:34
478,Hamilton,39.1834,-84.5333,47.73,70,0,5.75,US,2022-04-27 03:08:49
479,Poso,-1.3959,120.7524,84.43,70,100,1.41,ID,2022-04-27 03:13:34
480,Bluefields,12.0137,-83.7635,76.6,92,82,6.98,NI,2022-04-27 03:13:35
481,Miraflores,19.2167,-98.8083,63.03,70,98,4.45,MX,2022-04-27 03:13:35
482,Vestmanna,62.1564,-7.1664,32.92,80,40,1.14,FO,2022-04-27 03:13:36
483,Culaman,5.9603,125.6586,82.08,78,100,5.17,PH,2022-04-27 03:13:36
484,Ayr,55.4627,-4.6339,44.51,87,75,8.05,GB,2022-04-27 03:13:36
485,Taksimo,56.3444,114.8794,36.77,38,88,2.01,RU,2022-04-27 03:13:37
486,Livingston,55.9029,-3.5226,41.27,88,100,4.61,GB,2022-04-27 03:13:37
487,Waipawa,-41.4122,175.5153,55.33,71,51,11.56,NZ,2022-04-27 03:11:54
488,Gornji Milanovac,44.0333,20.45,42.89,91,6,1.28,RS,2022-04-27 03:13:38
489,Aripuana,-9.1667,-60.6333,78.17,74,100,1.99,BR,2022-04-27 03:13:38
490,Pangkalanbuun,-2.6833,111.6167,90.21,54,90,3.47,ID,2022-04-27 03:13:39
491,Egvekinot,66.3167,-179.1667,28.36,87,99,2.01,RU,2022-04-27 03:13:39
492,Quibor,9.9287,-69.6201,72.82,88,100,3.69,VE,2022-04-27 03:13:39
493,Namanyere,-7.5167,31.05,59.11,96,99,5.61,TZ,2022-04-27 03:13:40
494,Vallenar,-28.5708,-70.7581,58.53,74,0,2.73,CL,2022-04-27 03:13:40
495,Saryozek,44.3583,77.9753,55.04,42,100,3.56,KZ,2022-04-27 03:13:41
496,Reitz,-27.8014,28.4273,39.76,91,0,7.0,ZA,2022-04-27 03:13:41
497,Tandil,-37.3217,-59.1332,62.69,99,100,10.54,AR,2022-04-27 03:11:20
498,Wanaka,-44.7,169.15,63.1,57,16,1.99,NZ,2022-04-27 03:13:42
499,Laon,49.5667,3.6667,37.87,89,12,4.65,FR,2022-04-27 03:13:42
500,Sioux Lookout,50.1001,-91.917,19.38,96,100,3.53,CA,2022-04-27 03:13:42
501,Paeroa,-37.3667,175.6667,68.29,50,99,4.32,NZ,2022-04-27 03:13:43
502,Bud,39.447,-86.1758,47.05,70,0,5.91,US,2022-04-27 03:13:43
503,Yenangyaung,20.4667,94.8833,92.89,46,1,4.81,MM,2022-04-27 03:13:43
504,Qingdao,36.0986,120.3719,65.8,24,0,8.95,CN,2022-04-27 03:13:44
505,Yima,34.7381,111.8839,62.24,27,78,18.66,CN,2022-04-27 03:13:44
506,Xai-Xai,-25.0519,33.6442,69.87,75,64,14.43,MZ,2022-04-27 03:13:45
507,Cairns,-16.9167,145.7667,89.06,67,40,10.36,AU,2022-04-27 03:13:45
508,Bilibino,68.0546,166.4372,32.04,79,100,3.71,RU,2022-04-27 03:10:53
509,General Teran,25.2667,-99.6833,69.21,83,87,8.23,MX,2022-04-27 03:14:45
510,Midland,31.9974,-102.0779,66.87,51,0,12.66,US,2022-04-27 03:14:46
511,Ocotepec,17.2167,-93.15,58.17,94,72,3.56,MX,2022-04-27 03:14:46
512,Ilulissat,69.2167,-51.1,37.42,75,100,12.66,GL,2022-04-27 03:14:47
513,Kotri,25.366,68.3122,87.91,45,0,15.75,PK,2022-04-27 03:14:47
514,Boyolangu,-8.1181,111.8935,85.41,69,100,2.39,ID,2022-04-27 03:14:48
515,Dongsheng,39.8161,109.9776,49.05,44,100,9.91,CN,2022-04-27 03:14:48
516,San Quintin,30.4833,-115.95,60.89,83,78,8.72,MX,2022-04-27 03:14:48
517,Hualmay,-11.0964,-77.6139,66.61,89,94,7.94,PE,2022-04-27 03:14:49
518,Mandurah,-32.55,115.7,65.91,64,14,12.82,AU,2022-04-27 03:14:49
519,Maldonado,-34.6667,-54.9167,73.22,88,88,20.69,UY,2022-04-27 03:14:50
520,Miles City,46.4083,-105.8406,52.77,54,20,19.57,US,2022-04-27 03:13:09
521,Ewo,-0.8725,14.8206,71.08,93,100,5.3,CG,2022-04-27 03:14:50
522,Maputo,-25.9653,32.5892,62.28,77,20,10.36,MZ,2022-04-27 03:14:50
523,Mae Sai,20.4335,99.8762,97.07,32,20,1.54,TH,2022-04-27 03:14:51
524,Wagar,16.1525,36.2032,83.93,30,36,7.65,SD,2022-04-27 03:14:51
525,Dvinskoy,62.1535,45.1175,35.31,98,100,4.65,RU,2022-04-27 03:14:52
526,Lokosovo,61.1333,74.8167,38.68,90,100,13.89,RU,2022-04-27 03:14:52
527,Diapaga,12.0708,1.7889,85.23,13,45,3.6,BF,2022-04-27 03:14:53
528,Songjianghe,42.1859,127.479,50.07,23,14,11.27,CN,2022-04-27 03:14:53
529,Mancora,-4.1078,-81.0475,73.54,73,33,5.26,PE,2022-04-27 03:14:53
530,Bacong,9.2464,123.2956,85.46,75,90,11.05,PH,2022-04-27 03:14:54
531,Ossora,59.2353,163.0719,33.49,90,44,6.11,RU,2022-04-27 03:14:54
532,Snasa,64.2457,12.3778,27.75,97,100,4.56,NO,2022-04-27 03:14:55
533,College,64.8569,-147.8028,50.32,40,75,3.44,US,2022-04-27 03:14:55
534,Berezovyy,51.6667,135.7,30.88,90,100,11.68,RU,2022-04-27 03:10:28
535,Lander,42.833,-108.7307,56.21,28,0,12.66,US,2022-04-27 03:12:31
536,Hasaki,35.7333,140.8333,77.29,82,100,20.54,JP,2022-04-27 03:14:56
537,Shitanjing,39.2342,106.3439,47.77,14,100,14.61,CN,2022-04-27 03:14:56
538,Cockburn Town,21.4612,-71.1419,76.84,68,0,17.52,TC,2022-04-27 03:14:56
539,Rochegda,62.8,43.25,27.64,95,100,9.89,RU,2022-04-27 03:14:57
540,Itoman,26.1247,127.6694,83.17,86,75,13.8,JP,2022-04-27 03:13:14
541,Nikki,9.9401,3.2108,78.51,72,58,8.99,BJ,2022-04-27 03:14:57
542,Lerwick,60.1545,-1.1494,37.4,67,94,6.69,GB,2022-04-27 03:14:58
543,El Dorado,38.7666,-120.5177,57.78,61,3,1.99,US,2022-04-27 03:14:58
544,Niamey,13.5137,2.1098,85.1,16,94,5.48,NE,2022-04-27 03:14:58
545,Inuvik,68.3499,-133.7218,20.16,93,75,5.75,CA,2022-04-27 03:14:59
546,Cuamba,-14.8031,36.5372,64.92,98,100,4.47,MZ,2022-04-27 03:12:45
547,Oum Hadjer,13.2954,19.6966,88.77,27,91,2.17,TD,2022-04-27 03:12:58
548,San Cristobal,7.7669,-72.225,64.58,95,100,1.01,VE,2022-04-27 03:10:41
549,Makasar,-5.14,119.4221,87.85,74,20,4.61,ID,2022-04-27 03:15:00
550,Hanzhong,33.0728,107.0303,68.18,76,96,2.59,CN,2022-04-27 03:15:00
551,Padre Paraiso,-17.0742,-41.4844,63.7,99,25,2.93,BR,2022-04-27 03:15:00
552,Cabo San Lucas,22.8909,-109.9124,78.1,52,0,3.0,MX,2022-04-27 03:10:03
553,Nikolayevskaya,47.6139,41.5023,60.21,78,100,5.97,RU,2022-04-27 03:15:01
554,Jodar,37.8406,-3.3526,55.49,87,100,0.45,ES,2022-04-27 03:15:01
555,Chunan,24.5277,110.548,80.8,81,97,0.76,CN,2022-04-27 03:15:02
556,Cam Ranh,11.9214,109.1591,87.76,66,20,9.22,VN,2022-04-27 03:15:02
557,Thrissur,10.5167,76.2167,82.38,70,50,2.26,IN,2022-04-27 03:16:03
558,Hay River,60.8156,-115.7999,42.78,61,75,8.05,CA,2022-04-27 03:16:03
559,Toguchin,55.2353,84.3858,51.04,48,0,4.99,RU,2022-04-27 03:16:04
560,Luang Prabang,19.8856,102.1347,82.36,74,75,6.91,LA,2022-04-27 03:16:04
561,Pavlodar,52.3,76.95,53.4,54,0,4.47,KZ,2022-04-27 03:16:04
562,Robe,-37.1833,139.75,64.06,76,98,11.43,AU,2022-04-27 03:16:05
563,Solnechnyy,50.7214,136.6319,28.76,93,100,17.38,RU,2022-04-27 03:16:05
564,Wanning,18.8003,110.3967,86.49,69,0,13.04,CN,2022-04-27 03:16:06
565,Lahat,-3.8,103.5333,87.48,61,85,1.68,ID,2022-04-27 03:16:06
566,Matara,5.9485,80.5353,83.05,77,63,1.54,LK,2022-04-27 03:16:07
567,Szekesfehervar,47.1899,18.4103,51.71,92,100,7.81,HU,2022-04-27 03:16:07
568,North Little Rock,34.7695,-92.2671,56.01,75,0,5.01,US,2022-04-27 03:16:08
569,Ishigaki,24.3448,124.1572,86.13,79,40,16.11,JP,2022-04-27 03:16:08
570,Ailigandi,9.2333,-78.0167,79.97,85,100,3.42,PA,2022-04-27 03:16:08
